review_id,order_id,customer_id,product_id,rating,review_text,review_date,verified_purchase
REV00224,ORD01323,C1383,P002,3,"The Runner Pro are okay, nothing special but does the job.",2025-11-06,True
REV00225,ORD00843,C1022,P002,1,"Size guide is misleading, ordered my usual size but the Runner Pro were too tight. Expected more for this price point, similar shoes elsewhere are better value.",2026-05-22,True
REV00226,ORD00709,C1382,P005,3,"Average experience. Comfortable but the Heather Grey colour looked a bit different than the photos. It's a fine pair of Wool Runner, does what it says, no major complaints.",2026-07-22,True
REV00227,ORD00817,C1040,P001,5,Perfect for daily walks. The cushioning on the Everyday Sneakers is fantastic.,2026-07-14,True
REV00228,ORD01348,C1479,P005,3,"Reasonable quality, delivery took a bit longer than expected but shoes are fine.",2025-10-23,True
REV00229,ORD00525,C1304,P008,3,"Decent shoes for the price, though I expected slightly better cushioning.",2026-05-21,True
REV00230,ORD01054,C1032,P001,5,Perfect for daily walks. The cushioning on the Everyday Sneakers is fantastic. Breathable material and lightweight - ideal for long office days.,2025-10-02,True
REV00231,ORD00810,C1332,P012,3,Comfort is fine but I'm still deciding if I like the overall look.,2025-12-24,True
REV00232,ORD00824,C1356,P012,5,"Very easy to wear, true to size, and the Black/White colour looks amazing in person.",2026-02-04,False
REV00233,ORD01134,C1310,P004,5,Great quality for the price. My City Slip-On still look brand new after months of use.,2026-02-07,True
REV00234,ORD01035,C1010,P005,5,Great quality for the price. My Wool Runner still look brand new after months of use.,2026-07-02,True
REV00235,ORD00617,C1036,P002,5,"Excellent build quality, the stitching and finish look premium.",2026-01-01,True
REV00236,ORD00488,C1314,P011,5,I was skeptical but the Cloud Step exceeded my expectations. Extremely comfortable fit.,2026-03-01,True
REV00237,ORD01286,C1366,P008,4,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-08-25,True
REV00238,ORD00803,C1328,P012,4,"The Urban Hi-Top are so soft and comfortable, feels like walking on clouds.",2026-03-25,True
REV00239,ORD01018,C1379,P003,5,Great quality for the price. My Daily Walk still look brand new after months of use.,2026-03-30,True
REV00240,ORD00573,C1246,P004,3,"It's a fine pair of City Slip-On, does what it says, no major complaints.",2026-08-23,True
REV00241,ORD00952,C1218,P011,2,Stitching came undone within two weeks of regular use.,2025-10-16,True
REV00242,ORD00353,C1289,P009,5,"These Classic Loafer are incredibly comfortable, I can wear them all day without any pain.",2026-01-13,True
REV00243,ORD00504,C1198,P002,5,"Bought as a gift, and the packaging plus quality really impressed my friend.",2026-02-19,True
REV00244,ORD01252,C1461,P003,3,"The Daily Walk are okay, nothing special but does the job.",2026-04-27,True
REV00245,ORD00677,C1204,P001,4,"My third pair from Neeman's, and the Everyday Sneakers might be my favourite so far.",2026-03-01,False
REV00246,ORD00261,C1482,P005,2,The Wool Runner developed cracks in the sole much sooner than expected.,2025-11-22,True
REV00247,ORD01266,C1493,P010,3,"Good for casual use, not something I'd wear for long walks though. Average experience. Comfortable but the White colour looked a bit different than the photos.",2026-05-10,True
REV00248,ORD00222,C1283,P003,5,Super lightweight and stylish. Get compliments every time I wear my Daily Walk.,2026-01-10,True
REV00249,ORD00354,C1388,P004,1,"The City Slip-On fit narrow, my toes felt cramped within an hour of wearing them.",2026-08-24,True
REV00250,ORD01172,C1310,P008,3,"Good for casual use, not something I'd wear for long walks though.",2026-03-05,True
REV00251,ORD01010,C1050,P004,2,The Navy Blue colour looked very different from the pictures on the site.,2026-02-14,True
REV00252,ORD00627,C1113,P012,3,"It's a fine pair of Urban Hi-Top, does what it says, no major complaints.",2026-02-22,True
REV00253,ORD00008,C1427,P004,3,Average experience. Comfortable but the Navy Blue colour looked a bit different than the photos.,2026-01-27,True
REV00254,ORD00859,C1246,P009,5,Good value for money. The Classic Loafer feel premium and well made.,2026-05-09,True
REV00255,ORD00626,C1107,P010,5,Breathable material and lightweight - ideal for long office days.,2026-03-28,True
REV00256,ORD01275,C1337,P003,3,"Fit is okay, needed a few days to break in before it felt normal. Decent shoes for the price, though I expected slightly better cushioning.",2026-04-19,True
REV00257,ORD00777,C1473,P011,2,"Delivery was delayed by over a week, no proper updates on tracking.",2025-09-23,True
REV00258,ORD00134,C1195,P004,4,"Bought as a gift, and the packaging plus quality really impressed my friend. Fits true to size and the arch support is great for standing all day.",2026-03-29,True
REV00259,ORD00225,C1163,P001,1,"The Everyday Sneakers arrived quite late, would have appreciated better communication.",2026-03-25,True
REV00260,ORD00684,C1132,P008,1,The Trail Blazer developed cracks in the sole much sooner than expected. Order took much longer than the estimated delivery window.,2026-08-24,True
REV00261,ORD01142,C1445,P005,5,"My third pair from Neeman's, and the Wool Runner might be my favourite so far.",2026-08-24,True
REV00262,ORD00148,C1025,P011,2,"Delivery was delayed by over a week, no proper updates on tracking.",2026-04-22,True
REV00263,ORD00314,C1057,P002,5,Good value for money. The Runner Pro feel premium and well made.,2026-06-15,True
REV00264,ORD01147,C1264,P009,4,Breathable material and lightweight - ideal for long office days.,2026-08-22,True
REV00265,ORD01230,C1307,P006,3,"It's a fine pair of Active Knit, does what it says, no major complaints.",2025-12-18,True
REV00266,ORD00901,C1327,P011,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall. My third pair from Neeman's, and the Cloud Step might be my favourite so far.",2026-07-10,True
REV00267,ORD00004,C1079,P005,4,"My third pair from Neeman's, and the Wool Runner might be my favourite so far.",2025-09-27,True
REV00268,ORD01161,C1298,P012,5,Great quality for the price. My Urban Hi-Top still look brand new after months of use.,2026-06-19,True
REV00269,ORD00384,C1495,P011,5,Perfect for daily walks. The cushioning on the Cloud Step is fantastic.,2026-07-20,True
REV00270,ORD00646,C1264,P007,5,Loved the design and the fit was spot on. Would definitely recommend the Comfort Sandal.,2026-03-24,True
REV00271,ORD00192,C1412,P009,5,"The Classic Loafer are so soft and comfortable, feels like walking on clouds.",2026-08-24,True
REV00272,ORD01274,C1435,P008,4,"Excellent build quality, the stitching and finish look premium.",2026-03-03,True
REV00273,ORD01004,C1220,P012,5,"My third pair from Neeman's, and the Urban Hi-Top might be my favourite so far. Breathable material and lightweight - ideal for long office days.",2025-11-02,True
REV00274,ORD00110,C1219,P009,1,"Value for money isn't great, quality doesn't quite match the price tag.",2026-04-04,True
REV00275,ORD01025,C1133,P002,4,"Excellent build quality, the stitching and finish look premium.",2026-08-14,True
REV00276,ORD01244,C1085,P012,3,"Fit is okay, needed a few days to break in before it felt normal.",2025-10-19,True
REV00277,ORD00884,C1026,P005,3,Average experience. Comfortable but the Heather Grey colour looked a bit different than the photos.,2025-10-08,True
REV00278,ORD00499,C1310,P002,5,"Good value for money. The Runner Pro feel premium and well made. Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-03-03,True
REV00279,ORD00671,C1199,P009,3,"Fit is okay, needed a few days to break in before it felt normal. Decent shoes for the price, though I expected slightly better cushioning.",2026-03-25,True
REV00280,ORD00355,C1087,P001,3,"It's a fine pair of Everyday Sneakers, does what it says, no major complaints.",2025-11-06,True
REV00281,ORD00675,C1401,P011,1,"The Cloud Step feel stiff and uncomfortable, especially around the heel area.",2026-06-06,False
REV00282,ORD00727,C1372,P001,5,"Bought as a gift, and the packaging plus quality really impressed my friend.",2026-06-10,True
REV00283,ORD01383,C1126,P003,5,Super lightweight and stylish. Get compliments every time I wear my Daily Walk.,2026-04-17,False
REV00284,ORD00240,C1354,P007,4,Great quality for the price. My Comfort Sandal still look brand new after months of use.,2026-05-01,True
REV00285,ORD00053,C1410,P004,2,"Delivery partner mishandled the package, box arrived damaged.",2025-12-11,True
REV00286,ORD00691,C1093,P008,1,The material quality of the Trail Blazer feels cheap compared to the price.,2026-03-13,True
REV00287,ORD00946,C1393,P001,4,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall. Good value for money. The Everyday Sneakers feel premium and well made.",2026-04-14,True
REV00288,ORD00503,C1242,P002,5,Fits true to size and the arch support is great for standing all day.,2026-02-17,True
REV00289,ORD01387,C1138,P005,3,"Reasonable quality, delivery took a bit longer than expected but shoes are fine.",2026-07-20,True
REV00290,ORD00697,C1205,P006,5,Breathable material and lightweight - ideal for long office days.,2025-12-19,True
REV00291,ORD00637,C1108,P002,1,"The Runner Pro run really small, had to return and get a bigger size.",2025-10-22,True
REV00292,ORD00507,C1198,P002,5,Breathable material and lightweight - ideal for long office days.,2026-08-23,True
REV00293,ORD01128,C1161,P008,4,Super lightweight and stylish. Get compliments every time I wear my Trail Blazer.,2026-01-07,True
REV00294,ORD00052,C1079,P011,1,"The Cloud Step run really small, had to return and get a bigger size.",2025-11-10,True
REV00295,ORD01145,C1215,P005,4,"The Wool Runner are so soft and comfortable, feels like walking on clouds.",2026-03-26,True
REV00296,ORD00318,C1111,P005,5,Loved the design and the fit was spot on. Would definitely recommend the Wool Runner.,2025-09-26,True
REV00297,ORD00905,C1054,P004,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-07-30,True
REV00298,ORD00208,C1198,P009,5,Good value for money. The Classic Loafer feel premium and well made.,2026-07-20,True
REV00299,ORD00481,C1288,P006,5,"These Active Knit are incredibly comfortable, I can wear them all day without any pain.",2026-08-21,True
REV00300,ORD00331,C1329,P010,5,"The Flex Trainer are so soft and comfortable, feels like walking on clouds.",2025-12-01,True
REV00301,ORD01198,C1458,P008,5,"The Trail Blazer are so soft and comfortable, feels like walking on clouds.",2025-09-21,True
REV00302,ORD00301,C1090,P011,5,"My third pair from Neeman's, and the Cloud Step might be my favourite so far. I was skeptical but the Cloud Step exceeded my expectations. Extremely comfortable fit.",2026-07-03,True
REV00303,ORD00721,C1003,P008,4,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall. Breathable material and lightweight - ideal for long office days.",2026-05-27,False
REV00304,ORD00964,C1446,P008,5,"The Trail Blazer are so soft and comfortable, feels like walking on clouds.",2026-08-16,True
REV00305,ORD00972,C1154,P003,3,"Decent shoes for the price, though I expected slightly better cushioning.",2026-04-02,True
REV00306,ORD01083,C1048,P012,5,"My third pair from Neeman's, and the Urban Hi-Top might be my favourite so far.",2026-03-27,True
REV00307,ORD01247,C1103,P010,1,"Delivery was delayed by over a week, no proper updates on tracking.",2026-04-03,True
REV00308,ORD00371,C1247,P005,4,"The Wool Runner are so soft and comfortable, feels like walking on clouds.",2026-02-23,True
REV00309,ORD00184,C1072,P001,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall. Very easy to wear, true to size, and the Charcoal Grey colour looks amazing in person.",2025-12-06,True
REV00310,ORD01316,C1188,P012,5,Perfect for daily walks. The cushioning on the Urban Hi-Top is fantastic.,2026-02-28,False
REV00311,ORD00231,C1292,P009,5,"Very easy to wear, true to size, and the Espresso Brown colour looks amazing in person.",2026-06-28,True
REV00312,ORD00846,C1139,P005,4,"My third pair from Neeman's, and the Wool Runner might be my favourite so far.",2026-06-18,True
REV00313,ORD00695,C1095,P001,4,Loved the design and the fit was spot on. Would definitely recommend the Everyday Sneakers. I was skeptical but the Everyday Sneakers exceeded my expectations. Extremely comfortable fit.,2025-09-17,True
REV00314,ORD00998,C1096,P003,1,"Build quality is disappointing, doesn't feel like a premium product.",2025-10-26,True
REV00315,ORD00223,C1075,P002,5,Fits true to size and the arch support is great for standing all day. Loved the design and the fit was spot on. Would definitely recommend the Runner Pro.,2026-08-21,True
REV00316,ORD00529,C1412,P011,4,"The Cloud Step are so soft and comfortable, feels like walking on clouds.",2025-09-13,True
REV00317,ORD00247,C1190,P011,5,Loved the design and the fit was spot on. Would definitely recommend the Cloud Step.,2026-03-25,True
REV00318,ORD00373,C1225,P004,2,Sole started wearing out after only a month of regular use.,2026-05-05,True
REV00319,ORD00069,C1075,P002,1,"Had a difficult time initiating the return for my Runner Pro, support was slow to respond.",2026-05-05,True
REV00320,ORD00273,C1274,P004,1,Packaging felt very basic for the price point of these shoes.,2025-12-25,True
REV00321,ORD00170,C1015,P001,2,The Charcoal Grey colour started fading after just a few washes.,2026-08-16,True
REV00322,ORD00864,C1046,P010,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-03-29,False
REV00323,ORD00784,C1260,P011,3,"Reasonable quality, delivery took a bit longer than expected but shoes are fine.",2026-03-25,True
REV00324,ORD00853,C1350,P002,4,Great quality for the price. My Runner Pro still look brand new after months of use. Perfect for daily walks. The cushioning on the Runner Pro is fantastic.,2026-05-13,True
REV00325,ORD01355,C1414,P012,3,"Fit is okay, needed a few days to break in before it felt normal.",2026-04-06,True
REV00326,ORD00768,C1308,P007,1,Bought these two months ago and the sole has already worn thin.,2026-04-19,True
REV00327,ORD00315,C1226,P001,4,Breathable material and lightweight - ideal for long office days.,2026-06-27,True
REV00328,ORD01200,C1416,P009,2,Stitching came undone within two weeks of regular use.,2025-09-22,True
REV00329,ORD00117,C1221,P012,4,"My third pair from Neeman's, and the Urban Hi-Top might be my favourite so far.",2026-04-14,True
REV00330,ORD01254,C1154,P009,1,"Expected more cushioning, my feet hurt after just an hour of wearing the Classic Loafer.",2025-12-16,False
REV00331,ORD00120,C1092,P003,4,Super lightweight and stylish. Get compliments every time I wear my Daily Walk. Loved the design and the fit was spot on. Would definitely recommend the Daily Walk.,2026-05-04,True
REV00332,ORD00997,C1466,P003,3,"It's a fine pair of Daily Walk, does what it says, no major complaints.",2025-09-18,False
REV00333,ORD00898,C1128,P002,5,"Excellent build quality, the stitching and finish look premium.",2026-05-29,False
REV00334,ORD00789,C1373,P001,4,"The Everyday Sneakers are so soft and comfortable, feels like walking on clouds. These Everyday Sneakers are incredibly comfortable, I can wear them all day without any pain.",2026-06-25,True
REV00335,ORD01221,C1317,P010,4,Loved the design and the fit was spot on. Would definitely recommend the Flex Trainer. Good value for money. The Flex Trainer feel premium and well made.,2026-08-21,False
REV00336,ORD00755,C1392,P004,2,"The City Slip-On fit narrow, my toes felt cramped within an hour of wearing them.",2026-06-22,True
REV00337,ORD00569,C1194,P001,2,Had to size up two sizes to get a comfortable fit on the Everyday Sneakers.,2025-12-10,True
REV00338,ORD01366,C1334,P011,1,"Delivery partner mishandled the package, box arrived damaged. The Sky Blue colour started fading after just a few washes.",2026-04-05,True
REV00339,ORD01111,C1218,P008,5,"The Trail Blazer are so soft and comfortable, feels like walking on clouds.",2026-02-06,True
REV00340,ORD00741,C1020,P011,1,"The Cloud Step feel stiff and uncomfortable, especially around the heel area.",2026-03-11,True
REV00341,ORD00385,C1297,P006,3,"It's a fine pair of Active Knit, does what it says, no major complaints.",2026-05-04,True
REV00342,ORD01087,C1045,P010,3,"Fit is okay, needed a few days to break in before it felt normal.",2025-12-11,True
REV00343,ORD00435,C1349,P001,5,Great quality for the price. My Everyday Sneakers still look brand new after months of use.,2026-03-30,True
REV00344,ORD00344,C1281,P006,5,"The Active Knit are so soft and comfortable, feels like walking on clouds.",2026-01-05,True
REV00345,ORD01294,C1291,P008,3,"Fit is okay, needed a few days to break in before it felt normal.",2025-11-07,True
REV00346,ORD00527,C1494,P005,3,Average experience. Comfortable but the Heather Grey colour looked a bit different than the photos.,2026-08-22,True
REV00347,ORD01329,C1248,P005,4,"These Wool Runner are incredibly comfortable, I can wear them all day without any pain.",2025-10-21,True
REV00348,ORD01179,C1125,P001,5,"The Everyday Sneakers are so soft and comfortable, feels like walking on clouds.",2025-11-12,True
REV00349,ORD00526,C1083,P008,5,I was skeptical but the Trail Blazer exceeded my expectations. Extremely comfortable fit.,2025-12-03,True
REV00350,ORD00776,C1304,P002,4,Fits true to size and the arch support is great for standing all day.,2026-08-23,True
REV00351,ORD00718,C1226,P005,5,"Bought as a gift, and the packaging plus quality really impressed my friend.",2026-03-12,True
REV00352,ORD01189,C1325,P011,5,"Very easy to wear, true to size, and the Sky Blue colour looks amazing in person.",2025-11-04,True
REV00353,ORD00513,C1006,P002,5,I was skeptical but the Runner Pro exceeded my expectations. Extremely comfortable fit.,2025-10-17,True
REV00354,ORD00269,C1442,P008,4,Fits true to size and the arch support is great for standing all day.,2025-11-23,True
REV00355,ORD00740,C1285,P011,3,"The Cloud Step are okay, nothing special but does the job.",2025-12-03,True
REV00356,ORD00248,C1160,P008,5,Perfect for daily walks. The cushioning on the Trail Blazer is fantastic.,2025-10-13,True
REV00357,ORD00084,C1009,P007,1,The fabric on the Comfort Sandal pilled and looked worn out very quickly.,2026-01-23,True
REV00358,ORD01114,C1402,P009,3,"It's a fine pair of Classic Loafer, does what it says, no major complaints. Fit is okay, needed a few days to break in before it felt normal.",2025-09-29,True
REV00359,ORD01255,C1366,P012,2,The material quality of the Urban Hi-Top feels cheap compared to the price.,2026-08-24,True
REV00360,ORD00360,C1199,P005,1,"Sole started wearing out after only a month of regular use. Wrong size was shipped, had to go through the hassle of exchanging it.",2025-11-24,True
REV00361,ORD00564,C1020,P005,4,I was skeptical but the Wool Runner exceeded my expectations. Extremely comfortable fit. Loved the design and the fit was spot on. Would definitely recommend the Wool Runner.,2026-04-25,True
REV00362,ORD00757,C1226,P003,5,Super lightweight and stylish. Get compliments every time I wear my Daily Walk. Loved the design and the fit was spot on. Would definitely recommend the Daily Walk.,2025-12-05,True
REV00363,ORD00335,C1097,P005,2,"Return process was frustrating, took over two weeks to get my refund.",2025-12-23,True
REV00364,ORD00316,C1228,P002,5,"Excellent build quality, the stitching and finish look premium.",2026-08-22,True
REV00365,ORD00805,C1391,P001,5,Great quality for the price. My Everyday Sneakers still look brand new after months of use.,2026-01-20,True
REV00366,ORD00041,C1330,P006,3,"It's a fine pair of Active Knit, does what it says, no major complaints.",2026-01-18,True
REV00367,ORD00406,C1052,P009,5,Loved the design and the fit was spot on. Would definitely recommend the Classic Loafer.,2025-10-11,True
REV00368,ORD00325,C1338,P004,5,"Loved the design and the fit was spot on. Would definitely recommend the City Slip-On. Excellent build quality, the stitching and finish look premium.",2026-05-10,True
REV00369,ORD00554,C1108,P007,5,I was skeptical but the Comfort Sandal exceeded my expectations. Extremely comfortable fit.,2025-09-27,True
REV00370,ORD00007,C1338,P005,3,"It's a fine pair of Wool Runner, does what it says, no major complaints. Comfort is fine but I'm still deciding if I like the overall look.",2026-08-13,True
REV00371,ORD00623,C1200,P002,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-01-27,True
REV00372,ORD00310,C1351,P001,4,"Very easy to wear, true to size, and the Charcoal Grey colour looks amazing in person.",2026-08-11,True
REV00373,ORD00375,C1376,P010,4,I was skeptical but the Flex Trainer exceeded my expectations. Extremely comfortable fit.,2026-08-25,True
REV00374,ORD00986,C1421,P003,3,Comfort is fine but I'm still deciding if I like the overall look.,2026-01-03,True
REV00375,ORD00236,C1069,P011,1,The Sky Blue colour started fading after just a few washes.,2025-12-09,True
REV00376,ORD00848,C1411,P006,5,"My third pair from Neeman's, and the Active Knit might be my favourite so far.",2026-06-25,True
REV00377,ORD01299,C1151,P002,5,I was skeptical but the Runner Pro exceeded my expectations. Extremely comfortable fit. Loved the design and the fit was spot on. Would definitely recommend the Runner Pro.,2026-02-18,True
REV00378,ORD00372,C1315,P002,5,"Very easy to wear, true to size, and the Jet Black colour looks amazing in person.",2026-03-25,True
REV00379,ORD01264,C1291,P004,4,Good value for money. The City Slip-On feel premium and well made.,2026-03-27,True
REV00380,ORD00465,C1127,P012,5,Breathable material and lightweight - ideal for long office days.,2026-08-22,True
REV00381,ORD00642,C1118,P011,4,Loved the design and the fit was spot on. Would definitely recommend the Cloud Step.,2025-12-05,False
REV00382,ORD00448,C1125,P012,1,Bought these two months ago and the sole has already worn thin.,2026-06-12,True
REV00383,ORD00493,C1005,P003,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-07-24,True
REV00384,ORD00111,C1320,P005,4,"Great quality for the price. My Wool Runner still look brand new after months of use. Excellent build quality, the stitching and finish look premium.",2026-07-08,True
REV00385,ORD01165,C1066,P012,1,"The fabric on the Urban Hi-Top pilled and looked worn out very quickly. Poor durability, the stitching on the sides is already coming apart.",2026-05-13,True
REV00386,ORD00833,C1408,P001,3,Comfort is fine but I'm still deciding if I like the overall look.,2025-12-05,True
REV00387,ORD00408,C1301,P002,3,"Good for casual use, not something I'd wear for long walks though.",2026-05-12,True
REV00388,ORD01367,C1260,P008,3,"It's a fine pair of Trail Blazer, does what it says, no major complaints. Fit is okay, needed a few days to break in before it felt normal.",2026-03-31,True
REV00389,ORD01350,C1186,P010,1,Order took much longer than the estimated delivery window.,2026-06-10,True
REV00390,ORD00494,C1402,P005,5,Good value for money. The Wool Runner feel premium and well made.,2025-12-26,True
REV00391,ORD00439,C1324,P002,5,I was skeptical but the Runner Pro exceeded my expectations. Extremely comfortable fit.,2026-02-20,True
REV00392,ORD01032,C1187,P006,5,"Excellent build quality, the stitching and finish look premium.",2025-10-10,True
REV00393,ORD00845,C1146,P005,5,"My third pair from Neeman's, and the Wool Runner might be my favourite so far.",2025-09-13,True
REV00394,ORD00495,C1279,P002,2,"Delivery was delayed by over a week, no proper updates on tracking.",2025-09-13,True
REV00395,ORD00440,C1122,P011,4,"Excellent build quality, the stitching and finish look premium.",2026-08-25,True
REV00396,ORD00286,C1104,P002,1,Sizing is inconsistent - my other Neeman's shoes fit fine but these Runner Pro don't.,2025-12-27,True
REV00397,ORD00227,C1009,P008,4,Fits true to size and the arch support is great for standing all day.,2026-08-21,True
REV00398,ORD00885,C1143,P011,1,"Delivery was delayed by over a week, no proper updates on tracking.",2026-02-21,True
REV00399,ORD01373,C1082,P001,2,"Poor durability, the stitching on the sides is already coming apart.",2026-06-29,True
REV00400,ORD00838,C1442,P003,1,"Design looks nice in photos but feels a bit plain in person. The Daily Walk arrived quite late, would have appreciated better communication.",2026-07-01,True
REV00401,ORD00043,C1035,P010,5,"Excellent build quality, the stitching and finish look premium.",2025-10-19,True
REV00402,ORD00929,C1255,P008,1,The Trail Blazer developed cracks in the sole much sooner than expected.,2026-04-08,True
REV00403,ORD00967,C1075,P005,1,"Delivery was delayed by over a week, no proper updates on tracking.",2025-12-02,True
REV00404,ORD00037,C1299,P005,1,"Size guide is misleading, ordered my usual size but the Wool Runner were too tight.",2025-12-30,True
REV00405,ORD00558,C1138,P004,5,Fits true to size and the arch support is great for standing all day.,2026-08-22,True
REV00406,ORD00995,C1154,P004,1,"Size guide is misleading, ordered my usual size but the City Slip-On were too tight.",2026-08-09,True
REV00407,ORD00099,C1124,P008,3,"Reasonable quality, delivery took a bit longer than expected but shoes are fine. Decent shoes for the price, though I expected slightly better cushioning.",2026-08-06,True
REV00408,ORD00345,C1086,P011,5,Breathable material and lightweight - ideal for long office days.,2026-08-24,True
REV00409,ORD00140,C1046,P002,3,"Decent shoes for the price, though I expected slightly better cushioning.",2026-01-09,False
REV00410,ORD01222,C1168,P002,1,Wish there were more colour options available for the Runner Pro.,2026-03-05,True
REV00411,ORD01352,C1145,P005,3,"The Wool Runner are okay, nothing special but does the job.",2026-01-02,True
REV00412,ORD01099,C1337,P006,3,"The Active Knit are okay, nothing special but does the job. It's a fine pair of Active Knit, does what it says, no major complaints.",2026-07-10,True
REV00413,ORD01301,C1212,P008,5,Great quality for the price. My Trail Blazer still look brand new after months of use.,2026-03-02,True
REV00414,ORD00649,C1169,P011,1,"Return pickup got rescheduled three times, very inconvenient experience.",2026-01-28,True
REV00415,ORD00468,C1113,P003,4,Great quality for the price. My Daily Walk still look brand new after months of use.,2025-11-15,True
REV00416,ORD01180,C1164,P012,2,"Delivery was delayed by over a week, no proper updates on tracking.",2026-06-25,True
REV00417,ORD00455,C1449,P004,2,"Delivery was delayed by over a week, no proper updates on tracking.",2026-06-25,True
REV00418,ORD00256,C1037,P008,5,"Bought as a gift, and the packaging plus quality really impressed my friend.",2026-05-30,True
REV00419,ORD00597,C1384,P001,3,"Average experience. Comfortable but the Charcoal Grey colour looked a bit different than the photos. Good for casual use, not something I'd wear for long walks though.",2026-05-31,True
REV00420,ORD00678,C1007,P006,4,Super lightweight and stylish. Get compliments every time I wear my Active Knit.,2026-08-07,True
REV00421,ORD01368,C1381,P004,2,"The City Slip-On fit narrow, my toes felt cramped within an hour of wearing them. Expected more for this price point, similar shoes elsewhere are better value.",2025-09-26,True
REV00422,ORD01155,C1266,P012,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2025-11-15,True
REV00423,ORD00033,C1276,P008,4,"The Trail Blazer are so soft and comfortable, feels like walking on clouds.",2026-01-17,True
REV00424,ORD00207,C1268,P012,4,"Very easy to wear, true to size, and the Black/White colour looks amazing in person.",2025-10-17,True
REV00425,ORD00792,C1268,P010,1,"Size guide is misleading, ordered my usual size but the Flex Trainer were too tight.",2026-06-22,True
REV00426,ORD00327,C1224,P001,3,Comfort is fine but I'm still deciding if I like the overall look.,2026-04-28,True
REV00427,ORD01050,C1207,P005,5,Great quality for the price. My Wool Runner still look brand new after months of use.,2026-08-15,True
REV00428,ORD00308,C1385,P006,2,"Stitching came undone within two weeks of regular use. Size guide is misleading, ordered my usual size but the Active Knit were too tight.",2026-01-19,True
REV00429,ORD00176,C1472,P007,5,Loved the design and the fit was spot on. Would definitely recommend the Comfort Sandal.,2026-02-24,True
REV00430,ORD00652,C1472,P009,3,"Reasonable quality, delivery took a bit longer than expected but shoes are fine.",2025-10-08,True
REV00431,ORD00835,C1153,P009,3,"Fit is okay, needed a few days to break in before it felt normal. Comfort is fine but I'm still deciding if I like the overall look.",2026-03-07,True
REV00432,ORD00081,C1303,P007,4,I was skeptical but the Comfort Sandal exceeded my expectations. Extremely comfortable fit.,2025-12-08,True
REV00433,ORD01176,C1362,P003,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall.",2026-08-23,True
REV00434,ORD00509,C1409,P004,5,Good value for money. The City Slip-On feel premium and well made.,2026-05-16,True
REV00435,ORD00297,C1367,P004,5,Fits true to size and the arch support is great for standing all day.,2026-01-15,True
REV00436,ORD00021,C1185,P003,2,"The fabric on the Daily Walk pilled and looked worn out very quickly. The Daily Walk arrived in a damaged box, packaging could be much better.",2026-06-15,True
REV00437,ORD00694,C1352,P003,2,"Size guide is misleading, ordered my usual size but the Daily Walk were too tight. Customer support was unresponsive when I tried to exchange my order.",2026-05-08,True
REV00438,ORD00781,C1192,P005,5,Breathable material and lightweight - ideal for long office days.,2026-06-20,True
REV00439,ORD01063,C1062,P005,3,Average experience. Comfortable but the Heather Grey colour looked a bit different than the photos.,2026-06-23,True
REV00440,ORD01102,C1408,P010,2,"Had a difficult time initiating the return for my Flex Trainer, support was slow to respond.",2025-11-23,True
REV00441,ORD00830,C1326,P007,1,Stitching came undone within two weeks of regular use.,2026-04-19,False
REV00442,ORD00381,C1471,P007,4,Good value for money. The Comfort Sandal feel premium and well made.,2025-10-26,True
REV00443,ORD00743,C1082,P004,5,Super lightweight and stylish. Get compliments every time I wear my City Slip-On.,2026-06-15,True
REV00444,ORD00756,C1053,P011,1,"Delivery was delayed by over a week, no proper updates on tracking.",2026-07-14,True
REV00445,ORD00329,C1338,P004,1,"Overpriced for the quality you actually get with the City Slip-On. The design shows the logo too prominently, not a fan of the branding placement.",2026-07-12,True
REV00446,ORD00188,C1262,P008,5,Super lightweight and stylish. Get compliments every time I wear my Trail Blazer.,2026-07-17,True
REV00447,ORD00175,C1160,P004,5,"The City Slip-On are so soft and comfortable, feels like walking on clouds.",2026-05-03,True
REV00448,ORD00643,C1469,P002,5,"Excellent build quality, the stitching and finish look premium.",2026-01-21,True
REV00449,ORD00871,C1284,P011,5,"Stylish look, comfortable sole, and delivery was quick too. Very happy overall. Loved the design and the fit was spot on. Would definitely recommend the Cloud Step.",2026-03-03,True
REV00450,ORD00218,C1121,P003,5,"My third pair from Neeman's, and the Daily Walk might be my favourite so far. Excellent build quality, the stitching and finish look premium.",2026-05-06,True
REV00451,ORD00960,C1484,P009,5,"These Classic Loafer are incredibly comfortable, I can wear them all day without any pain.",2026-02-05,True
