order_id,customer_id,product_id,order_date,delivery_date,order_status,quantity,order_value,delivery_days,return_status,return_reason
ORD00303,C1328,P005,2025-09-14,2025-09-17,Returned,1,3499,3,Returned,Comfort issue
ORD00304,C1139,P009,2026-05-21,2026-05-28,Returned,1,2899,7,Returned,Size issue
ORD00305,C1151,P004,2025-10-22,2025-11-01,Delivered,1,2299,10,Not Returned,
ORD00306,C1459,P010,2026-08-06,2026-08-12,Delivered,2,5198,6,Not Returned,
ORD00307,C1244,P007,2026-04-01,2026-04-04,Delivered,3,4497,3,Not Returned,
ORD00308,C1385,P006,2025-12-31,2026-01-06,Delivered,1,2799,6,Not Returned,
ORD00309,C1120,P005,2026-02-10,2026-02-12,Delivered,1,3499,2,Not Returned,
ORD00310,C1351,P001,2026-08-02,2026-08-05,Delivered,1,2499,3,Not Returned,
ORD00311,C1113,P009,2026-08-21,,Cancelled,1,2899,,Not Returned,
ORD00312,C1359,P004,2025-11-02,2025-11-12,In Transit,1,2299,10,Not Returned,
ORD00313,C1305,P009,2026-04-24,2026-04-29,Delivered,1,2899,5,Not Returned,
ORD00314,C1057,P002,2026-05-22,2026-05-23,Delivered,2,6398,1,Not Returned,
ORD00315,C1226,P001,2026-06-02,2026-06-07,Delivered,2,4998,5,Not Returned,
ORD00316,C1228,P002,2026-08-09,2026-08-16,Delivered,2,6398,7,Not Returned,
ORD00317,C1413,P001,2026-04-15,2026-04-17,Delivered,1,2499,2,Not Returned,
ORD00318,C1111,P005,2025-09-06,2025-09-10,Delivered,1,3499,4,Not Returned,
ORD00319,C1457,P010,2025-10-02,2025-10-03,Delivered,1,2599,1,Not Returned,
ORD00320,C1328,P002,2026-04-24,2026-04-30,Delivered,1,3199,6,Not Returned,
ORD00321,C1193,P012,2026-07-22,2026-07-23,Delivered,2,5998,1,Not Returned,
ORD00322,C1060,P007,2025-10-06,2025-10-13,Delivered,2,2998,7,Not Returned,
ORD00323,C1011,P003,2026-05-28,2026-05-29,Delivered,1,1999,1,Not Returned,
ORD00324,C1117,P005,2026-04-20,2026-04-23,Delivered,1,3499,3,Not Returned,
ORD00325,C1338,P004,2026-04-18,2026-04-23,Delivered,1,2299,5,Not Returned,
ORD00326,C1304,P007,2026-07-06,2026-07-11,Delivered,1,1499,5,Not Returned,
ORD00327,C1224,P001,2026-04-11,2026-04-13,Delivered,1,2499,2,Not Returned,
ORD00328,C1148,P004,2026-05-29,2026-05-30,Delivered,1,2299,1,Not Returned,
ORD00329,C1338,P004,2026-06-16,2026-06-17,Delivered,2,4598,1,Not Returned,
ORD00330,C1485,P009,2025-12-17,2025-12-19,Delivered,1,2899,2,Not Returned,
ORD00331,C1329,P010,2025-11-23,2025-11-26,Delivered,1,2599,3,Not Returned,
ORD00332,C1192,P011,2026-03-09,2026-03-10,Delivered,1,2199,1,Not Returned,
ORD00333,C1029,P003,2026-05-28,2026-06-01,Returned,1,1999,4,Returned,Size issue
ORD00334,C1124,P009,2026-03-25,2026-03-31,Delivered,1,2899,6,Not Returned,
ORD00335,C1097,P005,2025-12-08,2025-12-09,Returned,1,3499,1,Returned,Size issue
ORD00336,C1447,P001,2026-01-10,2026-01-11,Delivered,1,2499,1,Not Returned,
ORD00337,C1007,P002,2025-11-30,2025-12-04,Returned,3,9597,4,Returned,Size issue
ORD00338,C1356,P004,2025-12-01,2025-12-02,Delivered,2,4598,1,Not Returned,
ORD00339,C1238,P010,2026-08-21,2026-08-24,Delivered,1,2599,3,Not Returned,
ORD00340,C1451,P009,2026-07-24,2026-07-29,Delivered,1,2899,5,Not Returned,
ORD00341,C1104,P008,2026-04-21,2026-04-26,Delivered,1,3699,5,Not Returned,
ORD00342,C1379,P006,2026-02-02,2026-02-03,Delivered,2,5598,1,Not Returned,
ORD00343,C1100,P003,2025-09-03,2025-09-04,Delivered,1,1999,1,Not Returned,
ORD00344,C1281,P006,2025-12-21,2025-12-24,Delivered,1,2799,3,Not Returned,
ORD00345,C1086,P011,2026-08-11,2026-08-15,Delivered,1,2199,4,Not Returned,
ORD00346,C1094,P012,2026-02-22,2026-03-02,Delivered,1,2999,8,Not Returned,
ORD00347,C1024,P009,2026-07-20,2026-07-21,Delivered,2,5798,1,Not Returned,
ORD00348,C1004,P001,2026-03-25,2026-03-28,Returned,1,2499,3,Returned,Size issue
ORD00349,C1249,P004,2026-05-11,2026-05-13,Delivered,1,2299,2,Not Returned,
ORD00350,C1271,P001,2025-08-29,2025-09-04,Delivered,1,2499,6,Not Returned,
ORD00351,C1465,P012,2026-01-13,2026-01-17,Returned,2,5998,4,Returned,Quality issue
ORD00352,C1317,P003,2025-10-19,2025-10-23,Delivered,1,1999,4,Not Returned,
ORD00353,C1289,P009,2026-01-02,2026-01-06,Delivered,1,2899,4,Not Returned,
ORD00354,C1388,P004,2026-08-17,2026-09-02,Returned,2,4598,16,Returned,Late delivery
ORD00355,C1087,P001,2025-10-12,2025-10-14,Delivered,1,2499,2,Not Returned,
ORD00356,C1498,P002,2026-05-08,2026-05-14,Delivered,3,9597,6,Not Returned,
ORD00357,C1473,P002,2026-05-23,2026-05-28,Delivered,1,3199,5,Not Returned,
ORD00358,C1475,P002,2026-08-11,2026-08-20,Delivered,1,3199,9,Not Returned,
ORD00359,C1039,P006,2025-09-03,2025-09-04,Delivered,1,2799,1,Not Returned,
ORD00360,C1199,P005,2025-11-17,2025-11-19,Delivered,2,6998,2,Not Returned,
ORD00361,C1381,P011,2026-05-29,2026-05-30,Delivered,1,2199,1,Not Returned,
ORD00362,C1174,P006,2025-09-22,2025-09-28,Delivered,2,5598,6,Not Returned,
ORD00363,C1230,P010,2026-07-06,2026-07-07,Delivered,1,2599,1,Not Returned,
ORD00364,C1095,P008,2025-12-20,2025-12-26,Delivered,1,3699,6,Not Returned,
ORD00365,C1078,P011,2026-06-21,2026-06-28,Delivered,1,2199,7,Not Returned,
ORD00366,C1184,P007,2026-08-25,2026-08-31,Delivered,1,1499,6,Not Returned,
ORD00367,C1220,P002,2025-10-11,2025-10-17,Delivered,1,3199,6,Not Returned,
ORD00368,C1045,P008,2026-06-07,2026-06-10,Delivered,1,3699,3,Not Returned,
ORD00369,C1398,P006,2026-06-05,2026-06-06,Returned,1,2799,1,Returned,Size issue
ORD00370,C1071,P002,2026-06-08,2026-06-10,Delivered,1,3199,2,Not Returned,
ORD00371,C1247,P005,2026-01-27,2026-01-30,Delivered,1,3499,3,Not Returned,
ORD00372,C1315,P002,2026-02-26,2026-03-02,Delivered,1,3199,4,Not Returned,
ORD00373,C1225,P004,2026-04-17,2026-04-21,Returned,2,4598,4,Returned,Quality issue
ORD00374,C1164,P006,2026-04-03,,Cancelled,1,2799,,Not Returned,
ORD00375,C1376,P010,2026-08-16,2026-08-19,Delivered,1,2599,3,Not Returned,
ORD00376,C1166,P012,2026-07-16,,Cancelled,2,5998,,Not Returned,
ORD00377,C1092,P007,2026-01-16,2026-01-17,Delivered,3,4497,1,Not Returned,
ORD00378,C1224,P011,2026-06-03,2026-06-11,Delivered,1,2199,8,Not Returned,
ORD00379,C1324,P005,2026-08-15,2026-08-21,Delivered,1,3499,6,Not Returned,
ORD00380,C1404,P005,2025-12-27,2025-12-28,Delivered,1,3499,1,Not Returned,
ORD00381,C1471,P007,2025-10-02,2025-10-09,Delivered,1,1499,7,Not Returned,
ORD00382,C1359,P012,2026-03-28,2026-04-01,Delivered,3,8997,4,Not Returned,
ORD00383,C1085,P009,2026-06-26,2026-07-01,Delivered,1,2899,5,Not Returned,
ORD00384,C1495,P011,2026-07-05,2026-07-08,Delivered,1,2199,3,Not Returned,
ORD00385,C1297,P006,2026-04-03,2026-04-09,Delivered,1,2799,6,Not Returned,
ORD00386,C1395,P012,2026-06-16,2026-06-20,Delivered,1,2999,4,Not Returned,
ORD00387,C1043,P011,2026-06-23,2026-07-01,Delivered,2,4398,8,Not Returned,
ORD00388,C1247,P002,2025-11-06,2025-11-16,Delivered,1,3199,10,Not Returned,
ORD00389,C1414,P006,2026-04-26,2026-04-27,Delivered,1,2799,1,Not Returned,
ORD00390,C1084,P012,2025-10-23,2025-10-28,Returned,1,2999,5,Returned,Quality issue
ORD00391,C1118,P012,2025-12-28,2026-01-02,Delivered,3,8997,5,Not Returned,
ORD00392,C1202,P007,2026-07-14,2026-07-19,Delivered,1,1499,5,Not Returned,
ORD00393,C1142,P001,2026-07-06,2026-07-08,Delivered,1,2499,2,Not Returned,
ORD00394,C1095,P012,2025-09-27,2025-10-02,Delivered,2,5998,5,Not Returned,
ORD00395,C1305,P006,2026-02-08,2026-02-10,Returned,1,2799,2,Returned,Quality issue
ORD00396,C1432,P007,2026-07-04,2026-07-08,Delivered,1,1499,4,Not Returned,
ORD00397,C1043,P008,2026-07-08,2026-07-13,Delivered,1,3699,5,Not Returned,
ORD00398,C1072,P011,2025-11-02,2025-11-09,Delivered,1,2199,7,Not Returned,
ORD00399,C1275,P009,2026-03-12,2026-03-14,Delivered,1,2899,2,Not Returned,
ORD00400,C1071,P012,2026-07-22,2026-07-24,Delivered,1,2999,2,Not Returned,
ORD00401,C1099,P003,2026-02-03,,Cancelled,1,1999,,Not Returned,
ORD00402,C1251,P007,2026-06-09,2026-06-10,Delivered,1,1499,1,Not Returned,
ORD00403,C1149,P007,2026-08-24,2026-08-27,Delivered,1,1499,3,Not Returned,
ORD00404,C1234,P001,2026-01-13,2026-01-17,Delivered,1,2499,4,Not Returned,
ORD00405,C1187,P010,2026-05-06,2026-05-07,Delivered,1,2599,1,Not Returned,
ORD00406,C1052,P009,2025-09-16,2025-09-20,Delivered,3,8697,4,Not Returned,
ORD00407,C1418,P012,2026-07-26,2026-07-28,Delivered,1,2999,2,Not Returned,
ORD00408,C1301,P002,2026-04-07,2026-04-19,Delivered,2,6398,12,Not Returned,
ORD00409,C1105,P012,2026-02-21,2026-02-24,Delivered,1,2999,3,Not Returned,
ORD00410,C1086,P001,2026-06-13,2026-06-16,Delivered,1,2499,3,Not Returned,
ORD00411,C1048,P006,2026-08-21,2026-08-25,Returned,1,2799,4,Returned,Late delivery
ORD00412,C1064,P003,2026-03-24,2026-03-30,In Transit,2,3998,6,Not Returned,
ORD00413,C1201,P012,2025-11-01,2025-11-06,Delivered,2,5998,5,Not Returned,
ORD00414,C1192,P008,2025-11-06,2025-11-12,Delivered,1,3699,6,Not Returned,
ORD00415,C1355,P008,2025-10-03,2025-10-08,Delivered,1,3699,5,Not Returned,
ORD00416,C1396,P006,2026-04-15,2026-04-16,Delivered,1,2799,1,Not Returned,
ORD00417,C1495,P012,2025-10-12,2025-10-14,Returned,1,2999,2,Returned,Changed mind
ORD00418,C1172,P007,2025-12-12,2025-12-13,Delivered,2,2998,1,Not Returned,
ORD00419,C1024,P009,2026-06-17,2026-06-19,Delivered,1,2899,2,Not Returned,
ORD00420,C1063,P001,2025-10-15,2025-10-18,Delivered,1,2499,3,Not Returned,
ORD00421,C1067,P003,2026-04-08,2026-04-18,Delivered,1,1999,10,Not Returned,
ORD00422,C1042,P011,2026-01-27,2026-01-31,Returned,1,2199,4,Returned,Size issue
ORD00423,C1119,P006,2026-08-01,2026-08-06,Delivered,1,2799,5,Not Returned,
ORD00424,C1244,P007,2026-07-27,2026-08-02,Delivered,1,1499,6,Not Returned,
ORD00425,C1440,P002,2025-11-01,2025-11-14,Delivered,1,3199,13,Not Returned,
ORD00426,C1045,P007,2026-08-16,2026-08-23,Delivered,1,1499,7,Not Returned,
ORD00427,C1385,P012,2025-10-17,2025-10-19,Delivered,1,2999,2,Not Returned,
ORD00428,C1312,P003,2026-07-20,2026-07-28,Delivered,1,1999,8,Not Returned,
ORD00429,C1111,P011,2025-11-18,2025-11-21,Returned,1,2199,3,Returned,Changed mind
ORD00430,C1493,P002,2025-10-16,2025-10-21,Delivered,1,3199,5,Not Returned,
ORD00431,C1369,P007,2026-02-03,2026-02-07,Delivered,1,1499,4,Not Returned,
ORD00432,C1265,P010,2026-01-18,2026-01-25,Returned,1,2599,7,Returned,Changed mind
ORD00433,C1488,P010,2026-05-13,2026-05-17,Delivered,2,5198,4,Not Returned,
ORD00434,C1455,P004,2026-05-06,2026-05-15,Delivered,1,2299,9,Not Returned,
ORD00435,C1349,P001,2026-02-26,2026-03-05,Delivered,1,2499,7,Not Returned,
ORD00436,C1134,P003,2026-04-24,2026-05-01,Delivered,1,1999,7,Not Returned,
ORD00437,C1359,P004,2025-09-15,2025-09-30,Delivered,1,2299,15,Not Returned,
ORD00438,C1142,P007,2025-10-07,2025-10-10,Delivered,1,1499,3,Not Returned,
ORD00439,C1324,P002,2026-01-31,2026-02-03,Delivered,1,3199,3,Not Returned,
ORD00440,C1122,P011,2026-08-09,2026-08-22,Delivered,3,6597,13,Not Returned,
ORD00441,C1341,P001,2025-12-29,2026-01-03,Delivered,1,2499,5,Not Returned,
ORD00442,C1359,P012,2026-07-28,2026-08-01,Delivered,1,2999,4,Not Returned,
ORD00443,C1085,P001,2025-11-17,2025-11-24,Delivered,1,2499,7,Not Returned,
ORD00444,C1460,P006,2025-10-29,2025-11-01,Delivered,1,2799,3,Not Returned,
ORD00445,C1039,P001,2026-02-13,2026-02-17,Delivered,1,2499,4,Not Returned,
ORD00446,C1290,P008,2026-04-16,2026-04-21,Delivered,1,3699,5,Not Returned,
ORD00447,C1116,P003,2026-03-02,2026-03-06,Delivered,1,1999,4,Not Returned,
ORD00448,C1125,P012,2026-05-13,2026-05-18,Delivered,2,5998,5,Not Returned,
ORD00449,C1283,P001,2026-04-24,,Cancelled,2,4998,,Not Returned,
ORD00450,C1468,P012,2026-07-27,2026-08-01,Delivered,1,2999,5,Not Returned,
ORD00451,C1026,P012,2026-02-05,2026-02-10,Delivered,1,2999,5,Not Returned,
ORD00452,C1035,P003,2025-12-18,2025-12-19,In Transit,3,5997,1,Not Returned,
ORD00453,C1288,P008,2026-01-17,2026-01-20,Delivered,1,3699,3,Not Returned,
ORD00454,C1252,P005,2026-07-10,2026-07-16,Delivered,1,3499,6,Not Returned,
ORD00455,C1449,P004,2026-06-01,2026-06-16,Delivered,2,4598,15,Not Returned,
ORD00456,C1377,P001,2026-02-13,2026-02-21,Delivered,1,2499,8,Not Returned,
ORD00457,C1497,P012,2026-01-30,2026-02-05,Delivered,3,8997,6,Not Returned,
ORD00458,C1459,P003,2026-08-25,2026-09-04,Delivered,2,3998,10,Not Returned,
ORD00459,C1326,P009,2026-03-25,2026-03-26,Delivered,1,2899,1,Not Returned,
ORD00460,C1493,P007,2025-10-03,2025-10-08,Delivered,1,1499,5,Not Returned,
ORD00461,C1162,P003,2025-12-25,2025-12-29,Returned,1,1999,4,Returned,Changed mind
ORD00462,C1399,P008,2026-01-12,2026-01-18,Delivered,1,3699,6,Not Returned,
ORD00463,C1183,P010,2025-10-20,2025-10-26,Delivered,1,2599,6,Not Returned,
ORD00464,C1155,P004,2026-04-14,2026-04-19,Returned,2,4598,5,Returned,Size issue
ORD00465,C1127,P012,2026-08-17,2026-08-25,Delivered,1,2999,8,Not Returned,
ORD00466,C1419,P006,2026-03-16,2026-03-21,Delivered,1,2799,5,Not Returned,
ORD00467,C1052,P003,2025-09-10,2025-09-16,Delivered,1,1999,6,Not Returned,
ORD00468,C1113,P003,2025-10-27,2025-10-29,Delivered,2,3998,2,Not Returned,
ORD00469,C1132,P003,2025-12-05,2025-12-07,Delivered,1,1999,2,Not Returned,
ORD00470,C1047,P002,2025-09-06,2025-09-12,Delivered,2,6398,6,Not Returned,
ORD00471,C1254,P006,2025-10-27,2025-11-01,Returned,1,2799,5,Returned,Quality issue
ORD00472,C1095,P001,2026-03-09,2026-03-13,Delivered,1,2499,4,Not Returned,
ORD00473,C1151,P005,2026-01-16,2026-01-20,Delivered,1,3499,4,Not Returned,
ORD00474,C1196,P008,2026-03-24,2026-03-28,Delivered,1,3699,4,Not Returned,
ORD00475,C1278,P003,2026-03-28,2026-03-30,Delivered,3,5997,2,Not Returned,
ORD00476,C1176,P001,2026-03-09,2026-03-10,Delivered,2,4998,1,Not Returned,
ORD00477,C1458,P010,2026-05-10,2026-05-13,Delivered,1,2599,3,Not Returned,
ORD00478,C1119,P005,2025-09-24,2025-09-29,Delivered,1,3499,5,Not Returned,
ORD00479,C1485,P003,2025-10-16,2025-10-19,Returned,1,1999,3,Returned,Late delivery
ORD00480,C1303,P004,2026-06-16,2026-06-19,Returned,1,2299,3,Returned,Late delivery
ORD00481,C1288,P006,2026-08-18,2026-08-22,Delivered,2,5598,4,Not Returned,
ORD00482,C1277,P003,2026-06-10,2026-06-14,Returned,3,5997,4,Returned,Wrong product
ORD00483,C1244,P005,2025-11-23,2025-11-28,Delivered,1,3499,5,Not Returned,
ORD00484,C1367,P001,2026-02-11,2026-02-15,Delivered,1,2499,4,Not Returned,
ORD00485,C1440,P003,2026-02-07,2026-02-14,Returned,2,3998,7,Returned,Changed mind
ORD00486,C1300,P006,2025-10-02,2025-10-06,Delivered,1,2799,4,Not Returned,
ORD00487,C1249,P002,2026-02-14,2026-02-15,Delivered,1,3199,1,Not Returned,
ORD00488,C1314,P011,2026-02-04,2026-02-13,Delivered,2,4398,9,Not Returned,
ORD00489,C1090,P006,2025-12-18,2025-12-23,Delivered,1,2799,5,Not Returned,
ORD00490,C1494,P012,2025-08-26,2025-08-28,Delivered,3,8997,2,Not Returned,
ORD00491,C1289,P010,2025-09-11,,Cancelled,1,2599,,Not Returned,
ORD00492,C1163,P002,2026-05-07,2026-05-08,Delivered,1,3199,1,Not Returned,
ORD00493,C1005,P003,2026-07-17,2026-07-22,Delivered,1,1999,5,Not Returned,
ORD00494,C1402,P005,2025-12-11,2025-12-12,Delivered,1,3499,1,Not Returned,
ORD00495,C1279,P002,2025-08-26,2025-08-27,Returned,1,3199,1,Returned,Size issue
ORD00496,C1388,P007,2025-10-16,2025-10-22,Delivered,1,1499,6,Not Returned,
ORD00497,C1037,P011,2025-12-19,2025-12-24,Delivered,3,6597,5,Not Returned,
ORD00498,C1482,P006,2025-11-21,2025-11-26,Delivered,1,2799,5,Not Returned,
ORD00499,C1310,P002,2026-02-15,2026-02-24,Delivered,1,3199,9,Not Returned,
ORD00500,C1097,P007,2025-11-14,2025-11-18,Delivered,1,1499,4,Not Returned,
ORD00501,C1121,P007,2026-08-17,2026-08-20,Delivered,1,1499,3,Not Returned,
ORD00502,C1218,P002,2025-09-20,2025-09-21,Returned,1,3199,1,Returned,Size issue
ORD00503,C1242,P002,2026-01-23,2026-01-31,Delivered,3,9597,8,Not Returned,
ORD00504,C1198,P002,2026-01-30,2026-02-02,Returned,1,3199,3,Returned,Size issue
ORD00505,C1115,P003,2026-03-03,2026-03-05,Delivered,1,1999,2,Not Returned,
ORD00506,C1049,P005,2026-06-10,2026-06-16,Delivered,1,3499,6,Not Returned,
ORD00507,C1198,P002,2026-08-03,2026-08-08,Delivered,1,3199,5,Not Returned,
ORD00508,C1293,P009,2026-03-28,2026-03-30,Delivered,2,5798,2,Not Returned,
ORD00509,C1409,P004,2026-04-26,2026-05-04,Delivered,2,4598,8,Not Returned,
ORD00510,C1229,P010,2026-08-07,2026-08-13,Delivered,2,5198,6,Not Returned,
ORD00511,C1222,P003,2025-11-19,2025-11-23,Delivered,3,5997,4,Not Returned,
ORD00512,C1468,P004,2026-07-13,2026-07-16,Delivered,2,4598,3,Not Returned,
ORD00513,C1006,P002,2025-10-09,2025-10-10,Delivered,2,6398,1,Not Returned,
ORD00514,C1212,P012,2026-07-11,2026-07-14,Delivered,1,2999,3,Not Returned,
ORD00515,C1288,P003,2025-11-09,,Cancelled,2,3998,,Not Returned,
ORD00516,C1292,P002,2026-01-19,2026-01-21,Returned,1,3199,2,Returned,Size issue
ORD00517,C1205,P010,2026-04-25,2026-04-30,Delivered,1,2599,5,Not Returned,
ORD00518,C1243,P001,2026-03-16,2026-03-22,Delivered,1,2499,6,Not Returned,
ORD00519,C1439,P005,2026-03-04,2026-03-06,Delivered,2,6998,2,Not Returned,
ORD00520,C1153,P012,2026-08-11,,Cancelled,1,2999,,Not Returned,
ORD00521,C1108,P012,2026-04-09,2026-04-13,Delivered,1,2999,4,Not Returned,
ORD00522,C1081,P007,2026-05-01,2026-05-07,Returned,1,1499,6,Returned,Changed mind
ORD00523,C1448,P002,2026-02-01,2026-02-02,Delivered,1,3199,1,Not Returned,
ORD00524,C1421,P004,2025-09-24,2025-10-04,Returned,1,2299,10,Returned,Late delivery
ORD00525,C1304,P008,2026-05-11,2026-05-14,Delivered,1,3699,3,Not Returned,
ORD00526,C1083,P008,2025-11-24,2025-11-27,Delivered,1,3699,3,Not Returned,
ORD00527,C1494,P005,2026-08-13,2026-08-17,Delivered,1,3499,4,Not Returned,
ORD00528,C1010,P004,2025-12-17,2025-12-28,Delivered,1,2299,11,Not Returned,
ORD00529,C1412,P011,2025-08-30,2025-09-06,Delivered,1,2199,7,Not Returned,
ORD00530,C1436,P005,2026-08-25,2026-08-27,Delivered,2,6998,2,Not Returned,
ORD00531,C1299,P006,2026-04-18,2026-04-22,Delivered,1,2799,4,Not Returned,
ORD00532,C1287,P002,2025-08-29,,Cancelled,2,6398,,Not Returned,
ORD00533,C1166,P011,2026-06-26,2026-06-29,Delivered,1,2199,3,Not Returned,
ORD00534,C1152,P005,2026-01-06,2026-01-13,Delivered,2,6998,7,Not Returned,
ORD00535,C1348,P004,2025-11-10,2025-11-14,Returned,1,2299,4,Returned,Wrong product
ORD00536,C1464,P003,2025-09-08,2025-09-09,Delivered,1,1999,1,Not Returned,
ORD00537,C1175,P007,2026-03-21,2026-03-25,In Transit,2,2998,4,Not Returned,
ORD00538,C1481,P012,2025-12-17,2025-12-18,Delivered,1,2999,1,Not Returned,
ORD00539,C1241,P011,2026-02-25,2026-03-01,Delivered,1,2199,4,Not Returned,
ORD00540,C1348,P003,2026-01-05,2026-01-10,Delivered,1,1999,5,Not Returned,
ORD00541,C1190,P006,2026-07-27,2026-07-31,Returned,2,5598,4,Returned,Quality issue
ORD00542,C1027,P005,2026-06-21,2026-06-27,Delivered,1,3499,6,Not Returned,
ORD00543,C1195,P011,2026-06-20,2026-06-25,Delivered,2,4398,5,Not Returned,
ORD00544,C1070,P009,2026-01-25,2026-01-29,Delivered,2,5798,4,Not Returned,
ORD00545,C1092,P004,2026-02-17,2026-02-26,Delivered,2,4598,9,Not Returned,
ORD00546,C1002,P002,2026-05-02,2026-05-06,Delivered,1,3199,4,Not Returned,
ORD00547,C1390,P008,2026-01-13,2026-01-17,Delivered,1,3699,4,Not Returned,
ORD00548,C1244,P002,2025-10-31,2025-11-03,Delivered,1,3199,3,Not Returned,
ORD00549,C1387,P007,2025-08-28,,Cancelled,2,2998,,Not Returned,
ORD00550,C1127,P009,2025-12-01,2025-12-04,Delivered,1,2899,3,Not Returned,
ORD00551,C1023,P004,2026-08-16,2026-08-20,Delivered,1,2299,4,Not Returned,
ORD00552,C1172,P005,2026-01-21,2026-01-26,Delivered,1,3499,5,Not Returned,
ORD00553,C1485,P007,2026-08-12,2026-08-13,Delivered,1,1499,1,Not Returned,
ORD00554,C1108,P007,2025-09-04,2025-09-12,Delivered,3,4497,8,Not Returned,
ORD00555,C1192,P012,2025-09-06,2025-09-09,Delivered,2,5998,3,Not Returned,
ORD00556,C1055,P011,2026-01-03,2026-01-07,Delivered,1,2199,4,Not Returned,
ORD00557,C1078,P011,2025-09-05,2025-09-08,Delivered,1,2199,3,Not Returned,
ORD00558,C1138,P004,2026-08-16,2026-08-25,Delivered,1,2299,9,Not Returned,
ORD00559,C1144,P010,2026-07-02,2026-07-03,Delivered,1,2599,1,Not Returned,
ORD00560,C1267,P002,2025-10-19,2025-10-25,Delivered,1,3199,6,Not Returned,
ORD00561,C1169,P004,2026-02-25,2026-03-01,Delivered,2,4598,4,Not Returned,
ORD00562,C1076,P004,2025-08-27,2025-09-01,Returned,1,2299,5,Returned,Late delivery
ORD00563,C1151,P002,2026-05-14,2026-05-18,Delivered,3,9597,4,Not Returned,
ORD00564,C1020,P005,2026-04-20,2026-04-23,Delivered,1,3499,3,Not Returned,
ORD00565,C1070,P005,2026-02-26,2026-03-01,Returned,1,3499,3,Returned,Wrong product
ORD00566,C1375,P011,2026-07-23,2026-07-27,Returned,1,2199,4,Returned,Late delivery
ORD00567,C1435,P002,2026-03-04,2026-03-09,Delivered,1,3199,5,Not Returned,
ORD00568,C1371,P008,2026-03-29,2026-04-04,Returned,1,3699,6,Returned,Size issue
ORD00569,C1194,P001,2025-11-15,2025-11-16,Returned,1,2499,1,Returned,Quality issue
ORD00570,C1456,P006,2026-07-05,2026-07-10,Returned,1,2799,5,Returned,Wrong product
ORD00571,C1160,P003,2026-04-30,2026-05-06,Delivered,1,1999,6,Not Returned,
ORD00572,C1289,P001,2026-08-21,2026-08-26,Delivered,1,2499,5,Not Returned,
ORD00573,C1246,P004,2026-08-03,2026-08-04,Delivered,1,2299,1,Not Returned,
ORD00574,C1285,P006,2026-07-31,2026-08-04,Delivered,2,5598,4,Not Returned,
ORD00575,C1038,P010,2025-09-22,2025-09-25,Returned,2,5198,3,Returned,Wrong product
ORD00576,C1259,P008,2026-02-06,2026-02-09,Delivered,1,3699,3,Not Returned,
ORD00577,C1228,P004,2026-06-03,2026-06-11,Returned,2,4598,8,Returned,Changed mind
ORD00578,C1206,P006,2025-10-25,2025-11-01,Delivered,1,2799,7,Not Returned,
ORD00579,C1326,P007,2025-09-13,2025-09-14,Delivered,3,4497,1,Not Returned,
ORD00580,C1486,P005,2026-05-13,2026-05-16,Delivered,1,3499,3,Not Returned,
ORD00581,C1307,P006,2026-02-28,2026-03-06,Delivered,1,2799,6,Not Returned,
ORD00582,C1388,P008,2026-07-28,2026-07-29,Delivered,1,3699,1,Not Returned,
ORD00583,C1359,P011,2025-12-17,2025-12-19,Delivered,1,2199,2,Not Returned,
ORD00584,C1130,P002,2025-09-18,2025-09-25,Returned,1,3199,7,Returned,Changed mind
ORD00585,C1097,P010,2025-12-04,2025-12-11,Delivered,2,5198,7,Not Returned,
ORD00586,C1324,P012,2026-02-15,2026-02-22,Delivered,1,2999,7,Not Returned,
ORD00587,C1255,P011,2026-06-23,,Cancelled,1,2199,,Not Returned,
ORD00588,C1299,P001,2026-05-24,2026-05-26,Delivered,1,2499,2,Not Returned,
ORD00589,C1310,P008,2026-05-13,2026-05-17,Returned,1,3699,4,Returned,Size issue
ORD00590,C1354,P006,2026-05-11,2026-05-14,Delivered,1,2799,3,Not Returned,
ORD00591,C1358,P004,2026-01-13,2026-01-23,Delivered,1,2299,10,Not Returned,
ORD00592,C1377,P012,2026-05-15,2026-05-18,Returned,1,2999,3,Returned,Quality issue
ORD00593,C1344,P009,2026-07-15,2026-07-20,Delivered,1,2899,5,Not Returned,
ORD00594,C1277,P003,2026-08-24,,Cancelled,1,1999,,Not Returned,
ORD00595,C1482,P012,2026-07-18,2026-07-21,Delivered,1,2999,3,Not Returned,
ORD00596,C1216,P011,2026-08-24,2026-08-25,Returned,2,4398,1,Returned,Changed mind
ORD00597,C1384,P001,2026-05-20,2026-05-25,Delivered,1,2499,5,Not Returned,
ORD00598,C1401,P003,2026-01-19,2026-01-23,Delivered,1,1999,4,Not Returned,
ORD00599,C1378,P005,2025-12-08,2025-12-16,Delivered,2,6998,8,Not Returned,
ORD00600,C1401,P009,2025-12-18,2025-12-23,Delivered,1,2899,5,Not Returned,
ORD00601,C1160,P012,2026-01-20,,Cancelled,3,8997,,Not Returned,
ORD00602,C1444,P009,2025-09-22,2025-09-25,Delivered,1,2899,3,Not Returned,
ORD00603,C1308,P008,2025-12-19,2025-12-22,Delivered,1,3699,3,Not Returned,
ORD00604,C1492,P004,2025-12-03,2025-12-04,In Transit,1,2299,1,Not Returned,
ORD00605,C1299,P003,2026-05-16,2026-05-18,Delivered,1,1999,2,Not Returned,
